total loop,NTR loop,original train loss
1,0,0.00121546711307019
2,0,0.0012460104189813137
3,0,0.0009699827642180026
4,0,0.001417526975274086
5,0,0.0025951778516173363
6,0,0.007558799814432859
7,0,0.003638644702732563
8,0,0.008505512960255146
9,0,0.0023942035622894764
10,0,0.0014944778522476554
11,0,0.0021817691158503294
12,0,0.001972051803022623
13,0,0.001676551648415625
14,0,0.004124192520976067
15,0,0.005440297536551952
16,0,0.01828368753194809
17,0,0.004851815290749073
18,0,0.004348953254520893
19,0,0.01241812203079462
20,0,0.006221028510481119
21,0,0.002269753720611334
22,0,0.004666839726269245
23,0,0.01424173079431057
24,0,0.0032979559618979692
25,0,0.0005408570868894458
26,0,0.003832938615232706
27,0,0.00041339852032251656
28,0,0.002124602207913995
29,0,0.001084745628759265
30,0,0.0005019446252845228
31,0,0.001359670888632536
32,0,0.00578968646004796
33,0,0.008423464372754097
34,0,0.02394462190568447
35,0,0.010659354738891125
36,0,0.0018128580413758755
37,0,0.0035791886039078236
38,0,0.008105870336294174
39,0,0.000937837059609592
40,0,0.0026979728136211634
41,0,0.00046041826135478914
42,0,0.0017358531476929784
43,0,0.0007702682632952929
44,0,0.0016183272236958146
45,0,0.047519732266664505
46,0,0.015413007698953152
47,0,0.001340008806437254
48,0,0.006606581620872021
49,0,0.0015202222857624292
50,0,0.003064212389290333
51,0,0.01613125391304493
52,0,0.0007431888370774686
53,0,0.003389491932466626
54,0,0.002571728080511093
55,0,0.005987086333334446
56,0,0.0019170580198988318
57,0,0.004463569261133671
58,0,0.0022902232594788074
59,0,0.029568936675786972
60,0,0.0011528077302500606
61,0,0.0015962189063429832
62,0,0.019293779507279396
63,0,0.008211550302803516
64,0,0.05000320076942444
65,0,0.01075800508260727
66,0,0.0008758762269280851
67,0,0.03198076784610748
68,0,0.0008778073242865503
69,0,0.001563381520099938
70,0,0.006861207541078329
71,0,0.013448679819703102
72,0,0.027910709381103516
73,0,0.02410283498466015
74,0,0.004989038687199354
75,0,0.011378778144717216
76,0,0.0023519406095147133
77,0,0.0011581844883039594
78,0,0.015298525802791119
79,0,0.008265163749456406
80,0,0.03834027051925659
81,0,0.023153549060225487
82,0,0.0007563048857264221
83,0,0.002298506209626794
84,0,0.0007616325747221708
85,0,0.011588756926357746
86,0,0.001511950045824051
87,0,0.010391205549240112
88,0,0.018917400389909744
89,0,0.0015692554879933596
90,0,0.0014900396345183253
91,0,0.020013945177197456
92,0,0.00642267893999815
93,0,0.015386269427835941
94,0,0.021577242761850357
95,0,0.004329041112214327
96,0,0.0064080203883349895
97,0,0.00218056607991457
98,0,0.014426357112824917
99,0,0.007567493710666895
100,0,0.0021961636375635862
101,0,0.012414317578077316
102,0,0.0020873050671070814
