Total Loop,FTS Loop,Restrict Poisoned Train Loss,Restrict Poisoned Train Acc
240,0,-3.891,0.0
241,0,-3.123,0.0
242,0,-2.556,0.3
243,0,-2.057,0.6
244,0,-3.987,5.0
245,0,-3.542,3.0
246,0,-3.529,0.0
247,0,-2.957,0.2
248,0,-1.985,0.1
249,0,-4.472,0.1
250,0,-4.071,0.2
251,0,-3.78,0.3
252,0,-2.678,0.0
253,0,-1.849,0.2
254,0,-1.735,0.7
255,0,-1.442,0.0
256,0,-2.348,0.0
257,0,-4.218,5.1
258,0,-2.822,0.2
259,0,-2.373,0.1
260,0,-2.585,0.2
261,0,-3.444,1.5
262,0,-1.053,94.4
263,0,-2.741,0.1
264,0,-3.099,5.0
265,0,-2.908,0.2
266,0,-2.023,0.4
267,0,-2.756,0.1
268,0,-2.142,0.1
269,0,-1.363,73.7
270,0,-3.011,0.0
271,0,-2.987,0.1
272,0,-1.414,94.4
273,0,-2.416,0.0
274,0,-3.117,0.1
275,0,-4.083,4.3
276,0,-1.551,0.0
277,0,-2.655,0.0
278,0,-1.741,1.4
279,0,-2.805,0.1
280,0,-2.716,0.2
281,0,-4.264,4.7
282,0,-2.776,0.1
283,0,-5.684,5.0
284,0,-3.187,0.0
285,0,-2.211,0.6
286,0,-4.044,2.4
287,0,-2.667,0.1
288,0,-3.891,4.5
289,0,-4.286,4.8
290,0,-1.319,0.1
291,0,-3.261,0.0
292,0,-3.525,5.0
293,0,-3.016,0.0
294,0,-3.52,0.0
295,0,-1.936,0.9
296,0,-1.063,94.3
297,0,-1.404,32.3
298,0,-3.335,2.2
299,0,-2.556,0.1
300,0,-2.616,0.1
