Total Loop,FTS Loop,Restrict Poisoned Train Loss,Restrict Poisoned Train Acc
240,0,-3.933,0.0
241,0,-3.152,0.0
242,0,-2.556,0.2
243,0,-2.053,0.1
244,0,-3.999,3.6
245,0,-3.538,0.7
246,0,-3.501,0.1
247,0,-2.936,0.4
248,0,-1.986,0.3
249,0,-4.499,0.3
250,0,-4.077,5.0
251,0,-3.774,0.2
252,0,-2.669,0.0
253,0,-1.855,0.0
254,0,-1.744,0.7
255,0,-1.44,1.0
256,0,-2.358,0.0
257,0,-4.202,4.9
258,0,-2.828,0.1
259,0,-2.377,0.0
260,0,-2.578,0.6
261,0,-3.455,0.2
262,0,-1.043,94.8
263,0,-2.74,0.0
264,0,-3.115,4.6
265,0,-2.926,0.3
266,0,-2.022,0.1
267,0,-2.755,0.3
268,0,-2.144,0.3
269,0,-1.372,70.7
270,0,-3.012,0.0
271,0,-2.957,0.0
272,0,-1.412,93.8
273,0,-2.43,0.0
274,0,-3.122,0.0
275,0,-4.122,4.9
276,0,-1.558,0.4
277,0,-2.672,0.0
278,0,-1.752,0.6
279,0,-2.799,0.0
280,0,-2.735,0.1
281,0,-4.223,0.1
282,0,-2.786,0.0
283,0,-5.668,4.8
284,0,-3.186,0.3
285,0,-2.207,0.1
286,0,-4.05,0.1
287,0,-2.652,0.0
288,0,-3.914,4.8
289,0,-4.225,4.8
290,0,-1.32,0.0
291,0,-3.267,0.0
292,0,-3.522,4.3
293,0,-3.012,0.1
294,0,-3.539,0.0
295,0,-1.936,1.7
296,0,-1.071,94.4
297,0,-1.394,68.8
298,0,-3.325,0.8
299,0,-2.557,0.0
300,0,-2.616,0.0
